,artist.name,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,loudness,mode,song.hotttnesss,start_of_fade_out,tatums_start,tempo,terms,time_signature,title,year
379,Krystof,1.13332,0.49138,262.55628,0.396,0.508636229,2,0.41,-7.499,1,0.457447167,251.699,0.16709,93.015,rock,4,Prvni vesela,2006
380,Black Flag,1.70869,0.1629,1030.19057,0.189,0.731208047,0,0.587,-18.91,1,0.499445835,1027.483,0.1629,70.649,punk,5,Crass Commercialism,1982
381,Aaron Watson,0.10541,0.10541,217.39057,0.205,0.658016592,4,0.563,-8.942,1,,208.834,0.10541,155.896,honky tonk,4,Rollercoaster Ride,2008
382,Mary Black,0.66054,0.29459,293.92934,0.212,0.597113363,5,0.08,-9.464,0,0.511424326,276.59,0.11162,163.567,country,4,Turning Away,1999
383,Satans Host,1.41902,0.44952,332.7473,0.401,0.504300516,11,0.552,-3.47,0,0,319.977,0.20499,121.553,metal,4,Metal from Hell...22nd Century,0
384,The Impressions,0.41112,0.41112,159.29424,0.347,0.633220624,1,0.489,-10.453,1,0.392008772,151.684,0.41112,81.586,soul,5,The Girl I Find (LP Version),0
385,Owl City,1.01502,0.21589,187.6371,0.194,0.7957297,5,0.015,-7.188,0,,178.672,0.21589,150.066,pop,4,Panda Bear,2007
386,Bobby Bland,0.9597,0.42173,181.49832,0.316,0.57944035,2,0.592,-10.269,0,0,176.152,0.15408,105.927,soul,3,Drifting From Town To Town,2006
387,Headliners,0.07802,0.07802,169.56036,0,0.530631077,4,0.373,-4.969,1,0,157.727,0.07802,88.001,house,3,Negativ Song,2006
388,Jane Winther,0.8547,0.8547,145.68444,0.56,0.31739138,8,0.527,-16.051,1,,130.74,0.8547,27.163,meditation,1,The Lords Prayer,0
389,The Rascals,0.48073,0.48073,223.89506,0.148,0.686720834,2,0.828,-9.899,0,0.405052003,214.808,0.21744,113.058,soul,1,Nubia (LP Version),0
390,Blind Blake,0.71806,0.71806,186.90567,0,0.521672995,0,0.559,-22.825,1,,181.795,0.71806,86.997,country,1,Blakes Worried Blues,0
391,Emilia,1.00781,0.33128,174.81098,0.154,0.606675278,7,0.351,-3.235,1,0.569275651,169.558,0.33128,86.62,pop,4,Youre My World,0
392,CA3mplices,1.34242,0.15128,307.56526,0.259,0.510783846,0,0.164,-5.959,1,0.565451012,300.716,0.15128,100.051,pop,4,Ojos Gitanos,1991
393,Emilio,0.77961,0.1827,165.22404,0.293,0.576044173,10,0.653,-13.777,1,,160.061,0.03642,205.333,tejano,4,Mira Nina,0
394,Nana Caymmi,0.31126,0.31126,216.86812,0.195,0.523633032,11,0.611,-13.774,0,0.265861049,206.954,0.14379,179.575,pop,1,Solamente Una Vez,0
395,Kasia Stankiewicz,0.18609,0.18609,304.06485,0.398,0.513108193,0,0.613,-7.114,1,,290.226,0.18609,134.051,chill-out,4,Zolte Slonie,2006
396,Turisas,0.6525,0.26364,146.59873,0,0.664182058,0,0.146,-7.249,1,0.653815561,143.139,0.07484,160.009,metal,4,Sahti Waari,2004
397,ChA(c)co Feliciano And Joe King,1.2554,0.57284,273.65832,0.241,0.563048689,5,0.494,-3.865,0,0.319565987,269.183,0.30106,87.976,salsa,7,Nina Nina,2006
398,David Hudson,1.10418,0.20948,320.91383,0.182,0.480062115,4,0.397,-13.462,1,,313.075,0.20948,158.321,pop,4,Arrival,0
399,David Summers,0.31943,0.31943,321.33179,0.265,0.505602748,0,0.553,-9.846,1,0.265861049,300.304,0.31943,132.858,pop,4,Las Murallas De JericA3,0
400,Adr Lavey,1.18199,0.55844,194.45506,0.096,0.439866905,6,0.512,-6.181,1,,189.574,0.09039,96.007,rap,4,In The Name of the Father,0
401,Bill Boyds Cowboy Ramblers,1.33767,0.70107,203.75465,0.293,0,9,0.366,-14.816,1,0.345802234,200.696,0.37343,99.487,swing,4,I Cant Tame Wild Women,0
402,Canis Dirus,0.57857,0.57857,722.20689,0,0.455064897,9,0.667,-6.435,1,,698.346,0.57857,200.169,metal,3,A Somber Wind from a Distant Shore (Album),0
403,Vickie Winans,0.38224,0.38224,358.71302,0,0.653937821,10,0.374,-20.284,0,,353.593,0.17916,124.194,ccm,7,Little Timmy,0
404,Justin,1.28129,0.35866,149.49832,0,0.782555689,11,0.383,-15.148,0,,141.497,0.12902,109.702,jazz,3,Erica,0
405,La Portuaria,0.38709,0.38709,132.25751,0,0.522888132,0,0.681,-11.97,1,,126.798,0.38709,122.113,disco,4,Marcando El Ritmo Al Caminar,0
406,Antonis Remos,0.21674,0.21674,140.64281,0,0.299117766,0,0.759,-9.996,0,,140.643,0.21674,117.671,folk,3,To Agalma,0
407,Percy Faith And His Orchestra,1.12337,0.11895,152.13669,0,0.437634718,2,0.645,-17.611,1,0,148.857,0.11895,179.264,orchestra,5,Damisela Encantadora,0
408,Shakira,0.69876,0.69876,148.1922,0,0.833178526,4,0.97,-19.976,1,0.701124286,141.398,0.69876,115.066,pop,1,Pienso En Ti,1995
409,Maysa,0.34489,0.34489,230.3473,0.432,0.616436885,11,0.396,-8.734,1,0.334706549,225.547,0.34489,91.191,pop,1,This Time Ill Be Sweeter,0
410,Little Freddie King,0.67578,0.67578,443.55873,0,0.419320249,9,0.487,-12.552,1,0,438.863,0.36408,100.011,blues,3,Bus Station Blues (Live),0
411,Blink-182,0.29534,0.29534,225.12281,0.17,0.851351443,7,0.725,-7.315,1,0.674164747,219.655,0.14272,200.716,pop,1,A New Hope,1997
412,Selena,0.5459,0.21087,329.58649,4.58,0.748320703,7,0.57,-7.951,0,0,329.586,0.04706,182.168,tejano,4,Como La Flor (2005 Re-mastering) (Live),0
413,Kali,0.88561,0.45219,349.83138,0,0.543350013,6,0.034,-6.26,1,,347.045,0.23548,138.048,hip-hop,4,Ponto,0
414,Vickie Winans,0.42748,0.42748,287.03302,0,0.653937821,9,0.698,-26.626,1,,283.434,0.05112,79.734,ccm,1,Great Is Thy Faithfulness,0
415,John Brown,0.52061,0.52061,151.27465,0,0.641525136,4,0.247,-3.951,0,,148.509,0.28466,87.453,trance,4,Party In The Burbs,0
416,Abysmal Dawn,0.11849,0.11849,250.3571,0.071,0.646021343,7,0.877,-5.766,1,0.538200452,250.357,0.11849,125.086,metal,1,Compulsory Resurrection,2008
417,Chaotica,0.82628,0.38156,243.25179,0.363,0.510937258,4,0.497,-6.883,0,,237,0.15975,135.072,rock,4,Lobotomy,0
418,Elvin Bishop,0.72705,0.33496,254.56281,0,0.558475816,7,0.817,-5.208,1,0.405115722,254.563,0.33496,150.013,blues,4,Party Til The Cows Come Home,2005
419,Gordon Jenkins,0.50474,0.50474,190.48444,0.432,0.496406259,5,0.098,-11.549,1,0.265861049,185.794,0.50474,66.988,orchestra,4,Dont Cry_ Joe,0
420,1. Futurologischer Congress,1.03964,0.28602,107.49342,0,0.374763103,0,0.929,-10.918,1,,99.985,0.03551,80.315,rock,5,La Excursion,0
421,Asleep At The Wheel,1.0101,0.54443,251.37587,2.914,0.60425956,0,0.335,-10.85,1,0.260338243,241.493,0.32051,126.533,swing,4,Big Balls And Cow Town,0
422,Neil Innes,0.75203,0.33805,190.74567,0.485,0.489360047,7,1,-10.881,1,,173.581,0.12894,141.116,pop,4,Lie Down And Be Counted (2007 Digital Remaster),0
423,Marcus Miller,1.03318,0.23367,409.05098,0.137,0.695416519,0,0.517,-9.469,1,,405.014,0.23367,152.194,jazz,3,Your Amazing Grace (feat. Raul MidA3n),0
424,Alan Silvestri,0.3209,0.3209,504.05832,0,0.629301806,8,0.087,-10.586,1,0.301681757,497.348,0.12774,154.172,country,4,The Joes Mobilize,2009
425,Sunnyland Slim,2.54931,0.94147,147.77424,0.681,0.485792919,9,0.168,-12.389,1,,142.896,0.74247,150.867,blues,5,I Got To Quit My Baby,0
426,Byther Smith,0.97761,0.30675,269.7922,0.241,0.465194733,0,0.706,-10.483,1,0.535575222,258.142,0.30675,94.554,blues,3,So Unhappy,2004
427,Rudolph Valentino,0.83548,0.24321,184.73751,0.392,0.393947413,7,0.543,-20.846,1,,177.046,0.24321,101.621,ballad,5,Kashmiri Love Song,1992
428,Zeromancer,1.76462,1.09463,362.31791,3.065,0.644519692,2,0.674,-6.762,1,0.675696807,350.372,0.75922,90.027,rock,4,Ammonite,2009
429,Regina Belle,1.17062,0.23889,274.80771,0,0.566024302,0,0.416,-10.72,1,,265.514,0.23889,67.745,jazz,4,If I Ruled The World,2004
430,Two Man Advantage,0.04497,0.04497,50.83383,0,0.54402602,0,0.262,-6.084,1,0,50.834,0.04497,210.982,metal,1,The Sweep,0
431,Green Day,2.22992,1.63006,340.79302,3.93,0.859513993,7,0.801,-5.66,1,0.437909889,331.952,1.33459,101.08,alternative,4,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),2005
432,Ayo,0.56999,0.09956,229.25016,0,0.522590185,10,0.107,-16.113,0,,210.257,0.09956,128.022,soul,4,I Love You,0
433,Donny Hathaway,0.10321,0.10321,231.18322,0.104,0.657406765,5,0.304,-9.647,1,0.997758396,217.298,0.10321,92.98,jazz,1,This Christmas (LP Version),0
434,Chico,0.80178,0.32602,332.01587,0.299,0.504447583,4,0.425,-3.017,0,,326.449,0.08814,126.938,rap,4,Curvy Cola Bottle Body,0
435,KALIMBA,0.42579,0.42579,352.67873,0,0.697887822,0,0.558,-6.282,1,0.450762242,344.213,0.16535,80.484,metal,4,VolcA!n,2009
436,SKOLD vs. KMFDM,0.33302,0.33302,327.88853,0,0.489298816,10,0.441,-5.703,0,,316.772,0.33302,127,metal,4,Alkohol,0
437,Architecture In Helsinki,1.95562,1.95562,345.75628,2.096,0.807876868,5,0.183,-7.743,0,0,326.531,1.80572,100.032,pop,4,Heart it Races (Frank Tetaz Remix),0
438,Wailing Souls,0.73938,0.26148,214.38649,1.025,0.593262655,0,0,-10.275,1,,201.271,0.02431,124.788,reggae,4,Very Well,1979
439,Kitaro,0.24211,0.24211,81.50159,0,0.668087296,8,0.372,-14.891,0,0.345802234,73.903,0.24211,143.291,chill-out,1,Village Attack/ The Arrest,1993
440,Alice In Chains,0.92741,0.3692,256.522,0,0.79633706,10,0.346,-3.91,0,0.824432869,245.609,0.0894,107.845,grunge,4,Lesson Learned,2009
441,Bobby Darin,1.35065,0.68264,163.52608,0.637,0.704411407,5,0.206,-13.876,1,0,153.269,0.68264,90.18,pop,3,(I Heard That) Lonesome Whistle,1995
442,Ini Kamoze,1.53089,0.32747,248.92036,0.281,0.621825362,9,0.36,-9.586,0,,244.355,0.32747,100.342,dance,4,Here Comes The Hotstepper,1995
443,9th Wonder featuring Defcon_ Phonte,0.3154,0.3154,289.54077,0.061,0.711017021,11,0.574,-7.719,1,0.525497119,266.037,0.14872,137.534,hip-hop,3,Almost Genuine,0
444,The Real Kids,1.01966,0.34993,148.06159,0,0.484893131,2,0.114,-14.934,0,,144.428,0.18249,179.13,pop,4,Cant Shake That Girl,0
445,Ill Nino,0.56068,0.56068,180.50567,3.251,0.80955221,8,0.13,-4.44,1,0,162.22,0.13142,104.984,alternative,4,What You Deserve (Album Version),2006
446,Baroness,0.40371,0.05452,270.52363,0,0.739099282,10,0.15,-7.803,0,0.742185319,270.524,0.05452,176.066,metal,3,The Sweetest Curse,2009
447,DMX / Eve / Jadakiss,0.80333,0.16228,265.22077,0.096,0.822316236,10,0.179,-2.542,0,0.604088178,254.108,0.16228,185.094,hip-hop,4,Were Back,2003
448,Melt Banana,0.79412,0.79412,51.61751,0.549,0.639249552,10,0.58,-5.728,1,0.454042766,51.618,0.5384,86.571,rock,1,Talk Like POP,0
449,M.I.K.E.,1.10258,0.24585,514.7424,0.229,0.614345532,11,0.007,-8.135,0,,499.084,0.03018,140.033,trance,4,Fuego Caliente,0
450,Willie Rosario,0.46608,0.1547,281.41669,0.148,0.555966789,7,0.602,-5.799,1,0.569275651,276.364,0.1547,197.458,salsa,4,Un Tipo Como Yo,1999
451,Jude Taylor & His Burning Flames,0.59627,0.59627,260.46649,0,0.3454137,10,0.448,-11.937,0,,256.923,0.59627,102.731,blues,4,The Thrill Is Gone,1994
452,Placebo,0.15585,0.15585,246.96118,0.34,0.804523521,8,0,-6.033,1,0.850282902,235.265,0.15585,142.116,pop,4,Slave To The Wage,2000
453,Metallica,0.80545,0.44413,252.3424,0,0.852136187,1,0.376,-3.028,1,0.801014142,244.941,0.44413,167.486,metal,4,Hit The Lights,1982
454,The Red Telephone,0.65775,0.14775,273.55383,0.496,0.456599589,2,0.23,-6.464,1,0.227016697,262.194,0.14775,117.329,pop,4,Have You Seen Her,0
455,T-Bone,0.72436,0.14102,229.09342,0.264,0.675003401,0,0.643,-8.226,1,,221.199,0.14102,208.416,ccm,4,Dont Tell Me,0
456,Bill Douglas,0.99796,0.45838,331.07546,0.131,0.489537503,10,0.486,-15.624,0,0.427446572,312.628,0.19002,105.535,jazz,4,Karuna,0
457,DJ Spinn featuring Traxman,0.95867,0.21109,195.49995,0,0.515310233,4,0.1,-7.461,0,,190.63,0.21109,159.959,house,4,Lil Mama Getdown,0
458,MAPtley CrA1/4e,0.87907,0.41343,254.01424,0.131,0.724284927,7,0.246,-7.199,1,0.535106025,243.125,0.1806,127.745,metal,4,Get It For Free,1999
459,Becky Baeling,0.95563,0.04725,247.66649,0.48,0.506933336,7,0.447,-5.963,1,,229.576,0.04725,132.892,pop,4,If You Love Me,2003
460,Keb Mo,1.73243,0.42031,190.56281,0,0.632130913,2,0.815,-10.548,1,,179.188,0.09463,89.966,blues,4,Still There For Me,2006
461,Commander Cody And His Lost Planet Airmen,0.62839,0.11417,188.70812,0,0.467925843,4,0.861,-16.357,1,,185.359,0.11417,104.823,country,3,Crying Time,1974
462,Commissioned,0.57179,0.19507,342.83057,0.168,0.50400634,8,0.484,-8.132,1,0,321.492,0.19507,157.869,ccm,4,You Can Always Come Home,0
463,Cauterize,0.95791,0.33522,240.43057,0.618,0.537908276,1,0.535,-4.714,1,0.714329037,229.976,0.03551,97.148,punk,4,Shooting Stars,2003
464,Laurie Berkner,0.6419,0.22009,233.45587,0.177,0.558481253,5,0.84,-16.263,1,0,230.22,0.22009,144.71,metal,4,The Cookie Bakers of the Night,2001
465,Simon & Garfunkel,0.80752,0.41789,194.35057,0.34,0.796493402,7,0.704,-13.047,1,0.419674279,183.844,0.2216,151.5,folk,4,Citizen Of The Planet,2004
466,Beenie Man Featuring Wyclef And Redman,2.52887,0.25954,228.04853,0.363,0.729212274,1,0.61,-4.541,1,,217.17,0.10848,79.823,dance,5,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),0
467,Robben Ford,1.1007,0.03661,298.37016,0.255,0.604820432,9,0.678,-6.311,0,0.503381236,281.141,0.03661,111.903,blues,4,Something For The Pain,2002
468,Greater Vision,1.16633,0.29475,223.76444,0.084,0.476968971,10,0.654,-10.3,0,0,213.415,0.29475,135.955,ccm,4,Everyone_ Everywhere_ Everytime,0
469,Joe Lynn Turner,0.04539,0.04539,247.7971,3.117,0.620041695,5,0.27,-12.649,1,0.427446572,232.409,0.04539,86.665,rock,4,Soul Searcher,0
470,Rickie Lee Jones,0.54212,0.54212,221.12608,0,0.670615396,7,1,-21.978,1,0.212045406,211.302,0.17983,70.331,folk,1,Skeletons (Live Acoustic Version),0
471,Hysterie,0.92617,0.45991,389.642,0.438,0.383294226,0,0.466,-10.976,1,0,384.255,0.22851,130.032,house,4,Imagination,2005
472,Aesop Rock,0.48835,0.13081,234.52689,0.16,0.834538586,4,0.442,-6.022,1,0.638297906,229.825,0.13081,167.909,rap,4,Flashflood,2001
473,Bobby Vee,0.72541,0.21064,227.05587,0.177,0.422787884,7,0.534,-14.489,1,0.257416047,218.645,0.21064,117.454,pop,4,What To Do Crying Waiting Hoping Learning The Game,0
474,Alfredo GutiA(c)rrez,1.49641,0.02886,130.16771,0,0.378130134,10,0.319,-8.521,1,,127.634,0.02886,86.199,blues,4,El niA+-o de la calle,0
475,Shelby Lynne,1.24317,0.21576,290.97751,0.177,0.685691649,7,0.738,-15.546,1,0.392008772,258.885,0.21576,121.773,country,4,Old Times Sake,2005
476,Tora Tora,1.27648,0.42011,229.8771,0.351,0.55785785,9,0.661,-8.952,0,0.300592881,226.4,0.20256,140.984,metal,4,Wasted Love,0
477,Franz Ferdinand,0.34292,0.34292,195.13424,1.054,0.803220003,7,0.594,-7.329,1,,175.183,0.1347,143.679,rock,1,Eleanor Put Your Boots On,2005
478,Hot Chip,0.27555,0.27555,181.02812,0.154,0.852638932,1,0.914,-6.446,1,0.33888672,181.028,0.03569,126.14,rock,4,Ass Attack (Four Tet Remix),2004
479,Gal Costa,0.35564,0.35564,193.35791,0.241,0.720823972,9,0.244,-10.844,0,,189.579,0.12799,137.941,pop,4,Canta Brasil,1981
480,Kathy Mattea,0.18712,0.18712,44.64281,0,0.603383145,1,0.426,-16.504,0,0.323112121,44.643,0.18712,146.894,bluegrass,1,Sally In the Garden,2008
481,James Taylor,0.73947,0.16618,324.85832,0,0.826513629,7,0.608,-10.086,1,0.546635489,314.23,0.16618,102.756,folk,3,Steamroller Blues,0
482,Der Moderne Man,0.18986,0.18986,183.30077,0.165,0.419034024,4,0.578,-8.579,1,0.270775999,175.903,0.18986,147.679,new wave,1,Heute,0
483,Jeff Beck,0.39985,0.39985,286.27546,0,0.747684013,4,0.315,-7.74,0,0.771471753,282.529,0.19581,145.917,blues,1,A Day In The Life (Album Version),0
484,BigElf,0.47437,0.47437,298.13506,0.415,0.628290857,0,0.68,-4.683,1,0.642091038,283.347,0.47437,64.006,rock,1,Falling Bombs,2003
485,Tanto Metro & Devonte,1.12227,1.12227,207.56853,2.897,0.611788254,6,0.346,-9.01,0,0,201.038,0.838,105.671,dance,4,Sometimes,0
486,Ashes to Ashes,0.61112,0.61112,254.32771,0.563,0.566157342,7,0,-12.22,1,,244.245,0.61112,94.888,metal,3,Drive In Saturday - (Tribute to David Bowie),0
487,Kelly Clarkson,1.1835,0.29862,230.63465,0.259,0.686812987,9,0.019,-5.953,1,,218.273,0.07685,135.914,pop,4,My Life Would Suck Without You,2009
488,Fudge Tunnel,0.77485,0.77485,124.94322,0.415,0.526646055,11,0.038,-7.31,1,0.480238748,120.32,0.51843,120.703,metal,4,Bed Crumbs,1991
489,Edgar Bori,0.65932,0.65932,264.61995,0.194,0.439094457,11,0.522,-8.224,0,,256.569,0.4079,117.295,los angeles,1,Jlai pas dit,0
490,Jimmy Witherspoon,1.0112,0.34272,147.69587,0.183,0.501726333,3,0.241,-12.437,1,,142.153,0.34272,94.105,jazz,3,Im Just Wonderin Part 2,0
491,Eliane Elias,2.10178,0.85611,326.42567,0,0.669726188,5,0.485,-24.83,1,0.215080319,304.303,0.85611,95.111,jazz,3,No More Blues (Chega de Saudade),1992
492,2raumwohnung,0.99546,0.04811,357.85098,0,0.664559979,7,0.002,-8.525,1,0.265861049,342.703,0.04811,125.995,house,5,Ja (Hannos Poppersmonstermix),2007
493,SOJA,0.8577,0.50435,235.17995,0,0.612640524,5,0.096,-7.7,0,,229.669,0.32941,145.949,reggae,4,Time to come true,0
494,Dinosaur Jr.,1.07441,0.27204,271.12444,0.235,0.749796959,0,0.62,-6.051,1,,266.844,0.07404,152.461,indie,4,Whatevers Cool With Me (LP Version),1991
495,Ulytau,0.22272,0.22272,233.76934,0.38,0.437814943,5,0.482,-5.779,0,0.509039915,229.82,0.22272,140.13,folk,4,Winter (Four Seasons),0
496,The Nelons,0.75271,0.19573,200.202,0,0.381481861,7,0.95,-11.236,1,,200.202,0.19573,108.914,ccm,4,Hallelujah,0
497,The Exies,0.5553,0.5553,201.87383,0,0.796797414,10,0.474,-4.998,0,0.692329927,184.395,0.28571,113.326,grunge,4,Creeper Kamikaze,2003
498,Babylon Disco,2.85917,0.27653,208.90077,0,0.452983132,0,0.557,-10.196,1,0.332070982,205.566,0.27653,89.927,metal,4,Error,2007
499,Gus Viseur,1.10789,0.45252,180.00934,0.845,0.429349278,2,0.327,-13.512,0,0.212045406,175.421,0.12318,90.177,jazz,4,Fausse monnaie,2000
500,Dino,0.79765,0.28273,245.39383,0.183,0.642358176,0,0.014,-20.193,1,,229.669,0.03023,95.179,ccm,3,Chariots Of Fire,0
501,GG Allin,1.09939,0.29069,121.70404,0,0.632367594,8,0.741,-12.298,1,0.38293509,116.286,0.29069,74.82,rock,4,I Live to Be Hated,0
502,Zimbabwe Legit,1.67895,0.47324,235.91138,0.427,0.384720138,1,0,-10.203,1,0.210316817,227.091,0.16824,100.145,hip-hop,4,Siyabonga (Unreleased Bonus Track),0
503,Der Moderne Man,1.86459,0.69569,159.55546,0,0.419034024,4,0.556,-9.848,0,,159.555,0.43064,105.29,new wave,4,Blaue Matrosen (live),0
504,Buzzcocks,0.70554,0.70554,219.19302,0,0.700446614,4,0.776,-7.736,1,0.550647153,212.41,0.53615,176.153,new wave,4,Strange Thing,1980
505,Stanley Clarke,1.25245,0.528,282.69669,2.438,0.657883116,2,0.377,-12.714,1,0.489038209,261.59,0.04893,84.064,jazz,3,Journey To Love,1975
506,La Portuaria,1.15417,0.08268,148.00934,0.427,0.522888132,9,0.265,-13.607,1,0,144.451,0.08268,112.071,disco,4,Alguna Vez,0
507,Hemdale,0.43614,0.43614,107.57179,0,0.447863929,10,0.368,-9.883,0,0.327736683,105.198,0.25175,108.917,metal,1,Rotting Fumes,0
508,Jesse Malin and The St. Marks Social,1.41236,0.45243,243.722,0.165,0.75504135,9,0.585,-4.852,1,0.47212112,239.56,0.21105,126.105,folk,4,Revelations,2007
509,3 Doors Down,1.15182,0.44697,230.42567,0.212,0.840432422,4,0.189,-5.981,0,0.704963317,224.177,0.0954,86.82,grunge,4,Its Not Me,2003
510,Ma Rainey,0.42516,0.42516,188.94322,0.346,0.507110849,4,0.285,-17.714,1,,188.943,0.42516,99.076,blues,1,Ma Raineys Black Bottom,1927
511,Daniel Johnston,1.32754,0.32291,311.53587,0.112,0.713322147,0,0.669,-12.743,1,0.687470641,306.022,0.11627,106.742,pop,4,Story Of An Artist (Dont Be Scared),0
512,Niraj Chag,1.09082,0.42852,262.5824,2.328,0.495819329,9,0.317,-5.644,1,,257.155,0.20609,90.013,hip-hop,5,Sajana (Ft Faheem Mazhar),0
513,JoAPSo Gilberto,0.56472,0.08865,197.19791,0.276,0.645192339,4,0.665,-29.75,1,0.631600818,187.582,0.08865,127.782,jazz,4,Segredo,2000
514,Bone Thugs-N-Harmony,0.27452,0.27452,255.73832,0.156,0.81592342,9,0.556,-5.724,1,0.474054831,252.012,0.27452,101.167,rap,1,Murder One,2000
515,Los Chichos,0.9135,0.50168,191.68608,0,0.561589946,0,0.501,-10.764,1,,184.128,0.29376,150.955,flamenco,4,No Quieras Marcharte,1984
516,Christian McBride,0.69594,0.20839,692.06159,0,0.587332267,0,0.68,-9.479,1,,680.896,0.20839,121.201,jazz,4,D Shuffle Jam (Part 2),0
517,Foxy Brown,0.84334,0.19336,222.92853,0,0.687687486,1,0.329,-9.035,1,0.588922168,216.3,0.19336,93.056,hip-hop,4,If I...,0
518,Muse,0.67782,0.67782,156.96934,0.322,0.929030287,4,0.772,-20.816,0,0.652835695,142.286,0.43254,127.547,rock,1,Bedroom Acoustics,0
519,String Trio Of New York,1.79215,0.26568,392.4371,7.129,0.274613283,9,0.594,-18.245,0,0,365.273,0.26568,130.316,jazz,5,Ju Ju,0
520,Enthroned,0.8542,0.19525,89.15546,4.847,0.593416049,2,0,-20.359,1,,79.203,0.19525,90.66,metal,3,Ad Te Clamamus Exsvles Mortva Liberi,2010
521,Mastodon,0.4628,0.15143,280.21506,0.238,0.780461749,5,0.555,-3.306,1,0.597640798,275.528,0.15143,173.205,alternative,5,Deep Sea Creature,2001
522,RamA3n Vargas;Vladimir Jurowski,0.22704,0.22704,278.38649,0.496,0.391741394,7,0.313,-23.095,1,,278.386,0.22704,127.113,opera,1,Werther - Lyric Drama in four Acts/Act I/Alors_ cest bien ici la maison du bailli?,0
523,Portable,0.36982,0.36982,362.60526,0.103,0.532850502,10,0.505,-18.152,0,0,335.105,0.11164,116.005,grunge,4,Theresa,2003
524,Hank Locklin,0.59076,0.59076,146.83383,2.241,0.635757022,7,0.666,-13.12,1,0.375984302,140.707,0.59076,90.61,honky tonk,4,Danny Boy,0
525,Lili Ivanova,0.7954,0.31451,253.70077,0,0.352913734,6,0.419,-6.097,0,,250.694,0.31451,124.025,folk,4,Pak shte te obicham,0
526,Wailing Souls,1.23937,0.89067,204.85179,0.629,0.593262655,7,0.588,-9.99,1,,193.62,0.717,146.445,reggae,4,Old Broom,1981
527,Furry Lewis,0.25549,0.25549,171.49342,0.179,0.572500601,8,0.41,-14.876,1,0.525497119,171.493,0.25549,136.915,country,1,Good Looking Girl Blues,0
528,BrAPderna Djup,1.04447,0.16668,126.6673,0.359,0.346073476,9,0.42,-9.221,1,,120.471,0.16668,135.407,folk,4,RAY=skevA$?rsrock,0
529,Jo-El Sonnier,0.95418,0.21475,233.01179,2.072,0.46689796,7,0.807,-6.589,1,0.27829312,216.967,0.21475,169.235,bluegrass,4,Cajun Blood,0
530,Naughty By Nature;Naughty By Nature featuring Zhane,1.35558,0.7028,213.91628,0.166,0.679748141,0,0.7,-8.983,1,0.553778846,203.099,0.21341,91.981,rap,4,Jamboree,0
531,Murskahumppa,0.4794,0.4794,145.76281,0,0.435889847,9,0.846,-8.189,1,,143.267,0.2521,130.756,rock,1,Poikamies (2009),0
532,Vanessa Bell Armstrong,1.6086,0.122,231.54893,0.078,0.573843116,2,0.035,-2.001,1,,225.617,0.122,120.977,gospel,5,Til The Victorys Won,0
533,Radiohead,1.16041,0.3961,267.20608,0.357,0.899934952,0,0.847,-9.148,1,0.775023551,256.354,0.20478,150.848,pop,3,Subterranean Homesick Alien,1997
534,Seamus Egan,0.28979,0.28979,205.21751,0.223,0.477180009,0,0.5,-18.263,1,0.327736683,195.971,0.28979,60.11,folk,1,Lullaby,0
535,Angelo Badalamenti,0.3692,0.3692,168.51546,0.067,0.698770478,9,0.802,-21.835,0,0.454727444,163.051,0.3692,67.405,chill-out,1,Love Me,0
536,C.C. Adcock,0.30937,0.30937,121.0771,0.078,0.423385847,7,0.398,-7.071,1,0,119.049,0.137,172.716,blues,1,Good Loving,0
537,DMX,0.83806,0.22965,222.09261,0,0.822316236,10,0.39,-7.974,1,0.678235925,216.195,0.22965,106.769,hip-hop,4,Damien,1998
538,James Horner,3.81231,1.51419,269.7922,2.519,0.679519208,2,0.689,-36.835,0,,247.13,1.51419,76.499,rock,5,The Presidents Speech,1998
539,Kitaro,5.11624,1.10026,43.51955,0,0.668087296,10,0.422,-23.874,1,0.360370583,43.52,0.14023,35.931,chill-out,4,Trong Com,1993
540,C-Side & Petit Mal,1.17604,0.6902,212.47955,3.019,0.560658457,4,0.236,-11.828,0,,205.357,0.6902,135.087,country,4,Mudhump,0
541,Don Gibson,0.891,0.12811,152.58077,0,0.540750151,2,0.943,-14.28,1,,143.29,0.12811,80.738,country,3,A Legend In My Time,1987
542,Jewel,2.91397,0.10214,529.91955,0.322,0.768695713,0,0.946,-6.076,1,0.345802234,520.557,0.10214,85.316,metal,5,Serve The Ego (Hani Num Dub),0
543,John Legend [feat. Buju Banton],1.15711,0.41035,184.73751,0,0.595811747,5,0.578,-7.397,1,,177.325,0.22833,162.876,rock,4,Fall In Love [Rub A Dub Mix],0
544,Izzy,0.4289,0.4289,277.10649,0.357,0.645763147,1,0.659,-17.91,1,0.375984302,263.924,0.08302,88.761,opera,1,Going Home,0
545,Nick Cave & The Bad Seeds,0.4659,0.4659,283.74159,0.183,0.694021648,0,0.88,-11.766,1,0.591758451,275.418,0.2062,116.621,rock,1,Still In Love,2003
546,Bury Your Dead,0.89581,0.37558,290.63791,0.131,0.825962346,4,0.005,-6.664,1,0.533370878,283.51,0.20416,123.635,punk,4,Closed Eyes,2009
