artist.name,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,loudness,mode,song.hotttnesss,start_of_fade_out,tatums_start,tempo,terms,time_signature,title,year
Chanta Vielma,0.38504,0.38504,244.24444,0,0.185774967,4,0.56,-12.652,0,0,231.59,0.38504,81.585,mexico,3,Rio Grnade,0
Helen Love,0.83873,0.37045,216.76363,0,0.581884359,3,0.64,-9.699,0,0.367273416,204.626,0.13518,142.004,power pop,4,Atomic Beat Boy (Album Version),0
Undertakin Daddies,0.39801,0.39801,146.02404,0.073,0.201764918,7,0.177,-9.269,1,0,141.079,0.1258,122.358,canadian,4,Two Wheels In the Ditch,0
2raumwohnung,0.12899,0.12899,234.34404,0.334,0.664559979,1,0.735,-5.239,1,0.460484845,228.635,0.12899,124.992,tech house,4,Rette Mich SpA$?ter (Michael Ilbert Radio Mix),2010
Papoose,0.32355,0.32355,46.47138,0.322,0.772471313,1,0.494,-10.951,0,0.392008772,40.745,0.32355,95.147,hip hop,1,Intro,2006
Andy & Lucas,1.55709,0.31444,213.52444,0.199,0.53813774,2,0.647,-4.85,1,0.48456253,197.782,0.16064,97.786,flamenco,4,Dime Si Me Quieres,2008
Plump DJs,0.81156,0.35783,348.55138,0,0.630107322,9,0.27,-7.881,1,0.52252813,348.551,0.13484,138.046,breakbeat,4,Contact 00,2003
Konstantinos Galanos,0.58107,0.13166,293.8771,2.218,0.268210005,10,0,-5.019,0,,280.805,0.13166,136.495,greek,4,Oso Ego Kanenas,0
Astrovamps,0.64163,0.64163,235.72853,0,0.54410347,0,0.399,-7.807,1,0.387101737,232.281,0.64163,145.26,deathrock,1,Monsters In Tinsel Town,0
THE CHIFFONS,0.56525,0.05415,138.762,0.183,0.599536502,9,0.596,-6.863,1,0.394394856,131.506,0.05415,122.939,doo-wop,4,Did You Ever Go Steady,1963
Jimmy Durante,2.34394,1.35764,233.37751,3.042,0.546029365,10,0.227,-14.751,1,0,226.575,1.35764,124.656,country rock,4,Amen (Album Version),0
Jackie Wilson,1.49862,0.37029,160.78322,0,0.693327979,5,0.19,-12.534,1,,156.63,0.37029,108.248,chicago soul,3,Im Wanderin,1958
RaphaA<<l,1.07965,0.38253,255.65995,2.212,0.55746022,4,0.68,-12.924,0,0.304169503,240.849,0.03397,85.949,chanson,4,La MA(c)moire Des Jours,2003
Intars Busulis,1.2899,0.4281,208.16934,0.171,0.408850475,1,0.623,-3.698,1,,202.884,0.21291,140.029,experimental pop,4,8:00,0
Sao Paris,0.89274,0.44695,279.43138,9.056,0.392946396,7,0.575,-11.554,1,,267.738,0.22287,129.903,downtempo,4,Jap,0
The Meatmen,1.2805,0.19341,218.5922,2.403,0.514064276,2,0.27,-7.257,1,,213.653,0.19341,149.034,hardcore punk,5,Slum Goddess (Originally Performed by The Fugs),0
Quadro Nuevo,0.57289,0.57289,272.92689,0,0.53002231,8,0.426,-11.437,1,0.43483809,264.139,0.23091,105.069,tango,1,Swing Vagabond,2006
Zeca Baleiro,1.02458,0.51408,246.49098,0,0.61071322,2,0.534,-15.145,1,0.413752422,236.153,0.25883,122.174,brazilian pop music,4,NAPSo Adianta,2006
Alexis HK,1.10968,0.59574,167.28771,0,0.629399857,4,0.064,-9.885,0,0.304169503,162.244,0.3426,116.099,chanson,4,Le Diable,0
Porcupine Tree,0.65359,0.20051,454.16444,5.799,0.830252262,9,0.539,-10.321,1,0.839908888,443.461,0.20051,132.972,experimental rock,4,Remember Me Lover (Album Version),2009
Jimmy Nelson,0.21353,0.21353,178.78159,0.148,0.352042838,3,0.147,-9.625,0,,173.848,0.21353,106.964,jump blues,3,Little Miss Teasin Brown,0
Jacques Dutronc,0.32063,0.32063,128.33914,3.437,0.612953154,9,0.746,-8.573,1,,122.346,0.10349,137.119,chanson,1,Transes-Dimanche,1968
Less Than Jake,1.57709,0.57119,147.48689,0,0.843322339,9,0.581,-5.072,1,0.443291312,144.004,0.32866,120.697,ska punk,4,Antidote For The Underdog,2008
Deep Forest,0.86071,0.44409,397.76608,0,0.695421645,1,0.522,-9.314,1,0.777596478,397.766,0.2363,145.464,chill-out,4,Hunting,1992
Lollipop Lust Kill,0.07908,0.07908,211.90485,0.357,0.575646718,8,0.245,-16.794,0,0.334706549,196.661,0.07908,126.747,industrial metal,1,No Answer (Outro),2002
Hotwire,0.60913,0.18679,200.33261,0.345,0.630346809,2,0.495,-4.522,1,0.375984302,187.699,0.18679,141.741,uk garage,4,Not Today,2003
The Gufs,1.00485,0.262,232.98567,0.345,0.530390916,4,0.546,-4.297,0,0.425304242,219.086,0.07651,166.057,pop rock,4,Last Goodbye,0
Eagles,0.27798,0.27798,427.36281,4.592,0.76702021,9,0.472,-6.991,0,0.558997327,423.985,0.03219,115.277,country rock,1,Last Good Time In Town,2007
Basement Jaxx,2.16597,0.28518,218.14812,0.473,0.803619262,11,0.136,-4.984,0,0.645442546,211.981,0.04846,126.805,progressive house,5,Jump N Shout Featuring Slarta John (Radio Edit),1999
Prozak,1.19981,0.14318,207.85587,0,0.621213511,10,0.696,-5.534,0,0.468997788,207.856,0.14318,113.534,rap,4,Why??? featuring TECH N9NE & Twista,0
Mark Wills,0.05834,0.05834,162.37669,0.218,0.679789024,4,0.621,-11.528,1,0.585979766,148.898,0.05834,69.222,bluegrass,3,Thats A Woman,2003
Weirdos_ The,0.17527,0.17527,161.27955,0.363,0.507550906,11,0.543,-9.4,0,0,161.28,0.17527,139.913,rock,1,I Want What I Want,1978
S.U.P,0.90897,0.0905,320.02567,0.247,0.406166635,0,0.706,-10.849,1,,291.236,0.0905,147.983,doom metal,4,Back From The Garden (Live),2001
Tree,0.89627,0.28137,172.90404,0.223,0.580517777,0,0.546,-7.971,1,,167.277,0.28137,101.409,ska punk,4,Try,0
DAVE MATTHEWS BAND,0.55088,0.55088,293.66812,2.351,0.811890081,6,0.392,-5.21,0,0.825232995,284.648,0.20396,85.141,jam band,4,The Space Between,2001
BT,0.93434,0.38874,311.90159,0.373,0.786427083,8,0.879,-17.729,1,0.457447167,278.744,0.11527,110.002,electronica,4,Ver de Feliz,2006
Goldfinger,0.26261,0.26261,191.29424,0,0.729149441,7,0.349,-4.985,1,0,191.294,0.05825,151.036,ska punk,4,Get By (Disconnection Notice Bonus Track),0
George Jones,0.87247,0.48283,124.29016,0.194,0.730265183,9,0.438,-7.854,1,0.266955186,118.12,0.2885,158.955,honky tonk,3,Still Hurtin,0
John Berry,0.9188,0.39399,221.88363,1.1,0.566013954,10,0.601,-9.612,1,0.606807293,212.886,0.13353,118.096,country rock,4,Shes Taken A Shine,0
John Williams,0.53007,0.53007,115.12118,0.792,0.705287678,11,0.287,-26.589,0,,105.709,0.53007,117.971,soundtrack,1,Bach Suite No. 1 In G Major (Gigue),0
Abijah,0.83523,0.32121,283.68934,0,0.504424856,8,0.553,-9.787,1,,272.771,0.32121,119.029,roots reggae,4,The Rock,2003
Agnostic Front,2.704,0.44662,179.09506,0,0.701441759,4,0,-5.439,0,0.608932946,179.095,0.07363,110.791,hardcore punk,5,Undertow,1992
Sick Of It All,0.27846,0.27846,171.07546,0.107,0.690626256,10,0.217,-2.388,1,0.748424605,168.472,0.27846,113.198,hardcore punk,1,Death Or Jail,2010
TrAs,0.94131,0.46853,430.0273,0,0.50180113,1,0.529,-10.868,0,,412.177,0.23095,125.983,latin jazz,4,Color of Seasons,0
Kenny G,0.44692,0.44692,285.98812,3.199,0.751629597,4,0.222,-12.853,0,,272.893,0.44692,84.825,instrumental pop,4,Dont Make Me Wait For Love,1986
Shirley Caesar,1.12126,0.55795,314.30485,0.23,0.579309488,8,0.405,-5.74,1,0,310.66,0.2731,103.8,symphony,3,Cornerstone,0
Kevin Burke,0.87368,0.31765,149.39383,0.102,0.384828507,9,0.166,-17.604,1,,144.231,0.17759,214.424,irish folk,3,Brendan McGlincheys Reel (Splendid Isolation) / Sweeneys Buttermilk (medley),0
Sean Quinn,0.83657,0.30617,217.52118,2.653,0.291912441,2,0.601,-11.743,1,,205.125,0.17274,111.442,progressive house,4,Skyline,0
Nicola Fasano feat. Paula B.,1.53653,0.58438,218.27873,2.734,0.434900975,9,0.636,-9.462,0,,206.948,0.34574,126.282,progressive house,4,Missing,0
Oscar Pettiford,0.58273,0.1285,151.92771,0.286,0.415354126,7,0.363,-14.36,0,0,146.332,0.1285,144.49,bebop,4,Judys Jaunt,0
Fuel,0.44246,0.12427,159.42485,0.208,0.770493963,7,0.508,-7.128,1,,155.034,0.12427,190.631,post-grunge,4,The Name Is...,1995
Marc Lavoine,0.65879,0.16854,224.39138,0.386,0.573527313,3,0.086,-10.322,1,0.513517029,210.042,0.16854,122.503,chanson,4,Cest La Vie,1989
Frederick Knight,0.24665,0.24665,198.81751,0.349,0.422019321,7,0.72,-8.482,1,0.636287224,188.151,0.24665,96.534,disco,1,Ive Been Lonely (For So Long),2000
Radiohead,0.34901,0.34901,250.8273,0.293,0.899934952,2,1,-14.748,1,0.607036691,236.199,0.10202,122.428,british pop,4,Stop Whispering (US Version),1993
Phantom Planet,0.86902,0.19857,169.84771,0.09,0.764003369,4,0.505,-4.373,0,0,166.83,0.03262,179.51,power pop,4,Leader (Album Version),2008
Mario Rosenstock,2.56458,0.42225,195.70893,0,0.334542784,1,0.497,-9.279,1,,192.279,0.1716,81.65,irish,5,The Best Of Radio Roy 1 (Best of 2009),0
Russ Morgan,0.72153,0.29754,145.76281,2.966,0.407849997,2,0.246,-19.61,0,,139.343,0.29754,142.657,orchestra,4,I Heard You Cry,0
Aerosmith,0.34165,0.34165,217.23383,3.28,0.872536599,11,0.587,-11.719,1,0.443291312,211.54,0.14583,148.358,blues-rock,1,On The Road Again,0
Hoods,0.04937,0.04937,143.5424,0,0.797024817,6,0.312,-6.351,0,0.445454526,139.813,0.04937,118.947,hardcore punk,1,Another Lesson (Album Version),0
Grand Funk,0.8091,0.29395,217.73016,0.241,0.69180085,2,0.697,-5.791,1,0,205.793,0.0454,114.934,hard rock,4,Please Me (24-Bit Digitally Remastered 02),0
Carl Doy,0.60441,0.60441,233.58649,0.398,0.342558954,9,0.692,-17.08,0,0,217.391,0.40004,147.51,progressive house,1,Wave,0
Mothers Pride,1.79505,0.4464,187.92444,0.363,0.572621944,9,0.859,-6.318,0,,181.214,0.4464,89.881,funk metal,4,Your Bad Heart,0
Geier Sturzflug,0.60745,0.21873,231.96689,2.432,0.535492537,7,0.528,-6.051,1,,225.408,0.21873,160.24,pop rock,4,Und die Zeit vergeht,0
Workhorse,0.09455,0.09455,349.6224,7.564,0.47902341,0,0.794,-6.581,1,0,349.622,0.09455,122.858,dirty south rap,1,Serus,2007
Knack,1.00921,0.60177,230.71302,0,0.589190725,2,0.581,-6.467,1,,203.552,0.40104,150.08,british pop,4,Everything I Do,0
Deep Puddle Dynamics,0.55525,0.21663,353.07057,0,0.50712631,1,0.355,-5.756,1,0.458482812,353.071,0.04689,177.876,hip hop,4,June 26th_ 1999 - Slight,1999
Zebra,0.67807,0.2008,441.52118,0.16,0.575986601,2,0.894,-10.155,1,0.313941331,424.083,0.2008,138.831,heavy metal,4,Take Your Fingers From My Hair  (LP Version),1983
Naseebo Lal,2.04341,0.66363,247.562,0,0.363475535,9,0.493,-13.749,1,,243.368,0.146,87.03,italian disco,3,Dang Pyar DaA ,0
The Irish Rovers,0.61758,0.24103,240.32608,0.357,0.589314502,7,1,-11.518,1,0.485722716,231.3,0.05551,165.53,irish folk,3,Green Grows the Laurel,0
A Tundra,0.99064,0.32789,271.3073,0.142,0.494301824,2,0.384,-9.698,1,0.266955186,266.257,0.16475,177.958,beat,3,The Doug McComb Over,2010
Juana Molina,0.94101,0.44699,183.64036,0.144,0.70366489,7,0.779,-12.055,0,0.652436655,170.04,0.19998,123.278,folktronica,3,Micael,2006
Hank Penny & Sue Thompson,0.91113,0.07786,119.58812,0,0.445854631,3,0.668,-14.441,1,,119.588,0.07786,140.151,western swing,3,Walkin In The Snow,0
Jeff And Sheri Easter,0.73913,0.26025,279.84934,0.194,0.535292736,1,0.798,-13.04,1,,270.669,0.26025,122.023,southern gospel,4,Praise His Name (Low Key-Studio Track w/o Background Vocals),0
JennyAnyKind,0.48185,0.48185,251.01016,0.13,0.360031167,7,0.013,-5.536,1,,242.312,0.23121,117.416,alternative rock,4,Didnt You Notice,0
Winds Of Plague,1.36872,0.07731,246.04689,0.264,0.772958317,2,0.266,-3.263,1,0.627202596,239.102,0.07731,140.238,death metal,7,Soldiers Of DoomsdayA ,2009
Al Duvall,1.31487,0.29113,167.28771,0,0.502783101,6,0.26,-12.287,0,0,167.288,0.29113,118.029,blues-rock,4,Dark Inside,0
Johnny Osbourne,0.23624,0.23624,202.03057,0.171,0.618765786,0,0.702,-13.637,1,,195.042,0.23624,136.72,roots reggae,1,Folly Ranking,2007
Britt Nicole,0.36848,0.36848,203.78077,3.053,0.669500125,1,0.646,-3.092,1,0.521659258,194.508,0.36848,132.021,ccm,4,Good Day,2007
Tyrone Taylor,2.0243,0.54424,224.65261,0.345,0.432074796,10,0.421,-9.58,0,,215.922,0.17461,81.936,lovers rock,3,Midnight Hour,0
Poncho Sanchez,0.43744,0.43744,307.09506,0.392,0.577228503,5,0.501,-12.995,1,,303.38,0.43744,211.806,latin jazz,4,Co Co My My,2002
Dead Kennedys,0.19521,0.19521,182.04689,0.142,0.737037558,5,0.692,-4.058,1,0.798895653,174.533,0.06039,223.62,rock,1,The Man with the Dogs,1979
Modern Lovers,0.99276,0.22693,260.62322,0,0.620541382,7,0.026,-12.502,1,0.800078986,241.29,0.22693,142.857,art rock,4,She cracked,1976
Paul Taylor,0.68527,0.28963,453.58975,0.147,0.664690939,11,0,-7.49,0,0,432.744,0.0918,144.005,smooth jazz,4,Apogee (ft. TechTonic),0
Los AutA(c)nticos Decadentes,1.18569,0.26578,205.37424,0,0.610330728,0,0.372,-5.634,1,0.48456253,205.374,0.03384,133.821,cumbia,4,Que Vas A Hacer Conmigo,2004
Atreyu,0.76776,0.36423,267.17995,0,0.821844255,0,0.402,-4.6,0,,257.387,0.16544,151.64,post-hardcore,4,The Remembrance Ballad (Album Version),2004
Luiz Bonfa,0.33722,0.33722,141.40036,0.24,0.549282908,2,0.345,-15.263,0,0.323112121,135.872,0.33722,194.099,samba,4,Santeleco,2005
Shelly Manne,1.96561,1.96561,255.39873,1.576,0.47432902,7,0.748,-18.623,1,,247.293,1.72948,121.871,hard bop,3,Get Me To The Church On Time,1996
Washboard Sam,1.43197,0.16995,184.78975,0.403,0.505784763,0,0.464,-14.727,1,0.249065795,179.078,0.16995,95.666,delta blues,4,Washboard Swing,0
Amil,0.93543,0.20535,248.5024,0.16,0.58329863,0,0.707,-8.183,1,0,243.542,0.20535,165.967,hip hop,4,Anyday,2000
Skeeter Davis,1.92996,0.84291,125.77914,0.461,0.60383917,11,0.132,-12.945,1,0.473346541,116.895,0.60868,120.689,country rock,3,Am I That Easy To Forget,1995
DJ Godfather,0.78523,0.04887,53.21098,0.427,0.49125621,1,0,-14.853,1,,53.211,0.04887,97.075,electro,7,Intro,1998
Thrice,2.9738,0.06866,329.7171,0,0.873238653,9,0.585,-9.458,0,0.838286675,324.493,0.06866,126.947,post-hardcore,7,The Earth Will Shake,2005
Fehlfarben,0.6802,0.18389,291.13424,0.389,0.694566512,2,0.635,-8.978,1,0.439202489,270.565,0.18389,122.754,new wave,4,Magnificent Obsession,1983
The Real Kids,0.82912,0.82912,256.15628,4.371,0.484893131,4,0.911,-8.549,1,,248.866,0.54228,124.616,power pop,4,Some Love Like Yours,0
Andres Calamaro,4.19395,0.09332,271.59465,0,0.649677891,4,0.681,-10.747,1,0.327736683,267.401,0.09332,76.908,tango,7,Un vestido y un amor (en vivo),0
Hey Colossus,0.44569,0.44569,420.07465,0.374,0.493193933,9,0.608,-10.017,0,,401.415,0.09409,84.518,stoner metal,4,The Book of Disquiet,2007
The London Pops Orchestra,1.71666,0.41409,162.0371,0.077,0.321975099,5,0.599,-22.102,1,,151.975,0.41409,92.26,easy listening,5,Moon River,0
Goatwhore,1.18861,0.12753,205.63546,0.206,0.773271848,1,0.589,-8.644,1,0.419674279,205.635,0.12753,113.557,black metal,4,Gravedom,2000
Snow Patrol,1.94403,1.94403,284.1073,3.419,0.818319359,9,0.597,-5.519,1,0.94599468,268.945,1.65945,107.998,indie rock,4,Just Say Yes,2009
Inspiral Carpets,0.80114,0.26988,283.32363,0.234,0.605109702,2,0.834,-4.422,1,0.561428518,272.01,0.26988,113.608,indie rock,4,Commercial Reign,1990
Eric Burdon,0.77271,0.04254,318.37995,0.479,0.601069052,2,0.695,-11.164,1,,305.337,0.04254,86.833,blues-rock,3,Ghetto Child,1997
Kruger,1.04646,0.2742,181.15873,0,0.532845303,8,0.107,-6.305,1,0,172.275,0.07992,154.637,post-hardcore,4,Peyte Pivo Pennoe (present for A. Trofimov),0
Albert PrA(c)jean,0.25555,0.25555,169.482,0.189,0.293433007,3,0,-20.754,1,,164.838,0.25555,210.636,chanson,3,Dede De Montmartre,0
Lonestar,0.6745,0.6745,245.7073,0.303,0.75347562,9,0.561,-7.786,1,0.304169503,230.586,0.34753,92.025,country,3,Amie,1997
Erick Sermon,0.2722,0.2722,187.42812,2.595,0.577973753,6,0.006,-8.821,1,0.594679449,187.428,0.2722,88.878,hip hop,4,Freak Out,0
Freddie McGregor,1.22824,0.58877,249.18159,0,0.596895543,4,0.346,-7.423,0,,246.149,0.2633,92.972,lovers rock,4,Cover For Me,0
Amber Nicholson,1.2257,0.59969,252.55138,0,0.303283796,8,0.332,-8.669,1,0.270746494,241.215,0.28699,95.061,country,4,Tonight Its Just Me,0
Circle Jerks,0.05118,0.05118,88.89424,0.361,0.666522677,1,0.197,-7.545,1,0.779527168,85.269,0.05118,156.605,hardcore punk,1,Paid Vacation,1980
Arctic Monkeys,0.74802,0.3298,141.13914,0.073,0.81659671,1,0.043,-4.526,1,,138.797,0.12121,144.955,garage rock,4,Dancing Shoes,2004
Sierra Maestra,0.56656,0.56656,318.56281,0.223,0.501544777,2,0.792,-10.11,0,0,313.162,0.28694,117.766,charanga,1,No Me Llores MA!s,1994
James Newton Howard,0.74472,0.23576,54.96118,0.304,0.611381595,2,0.653,-37.456,0,0.433005077,54.961,0.23576,189.037,instrumental pop,3,Photographs,1999
Kofi,0.94161,0.94161,231.33995,0,0.569329687,0,0.659,-10.258,1,0.240473746,223.806,0.73673,59.957,lovers rock,1,Dont Let Go,0
Gene Simmons,0.67197,0.22655,112.06485,0.148,0.556531086,0,0.253,-11.603,0,,112.065,0.22655,140.148,hard rock,4,Bad Boy Willie,0
Tex Williams,0.9722,0.25325,147.82649,0,0.425883322,0,0.732,-15.965,1,,143.331,0.07527,168.879,western swing,4,Just A Pair Of Blue Eyes,0
SANSHIRO,1.18735,0.34745,272.95302,0.395,0.359638286,5,0.314,-10.267,1,,264.748,0.13718,147.395,los angeles,4,Morgane regarde le ciel,0
Death SS,1.36538,0.18917,258.29832,0.131,0.484409123,3,0.659,-7.009,0,0.266955186,255.57,0.18917,102.126,heavy metal,4,The Healer,2006
Bessie Smith,0.46067,0.46067,195.70893,0.323,0.63752105,11,0.612,-21.782,0,,190.92,0.46067,75.316,chicago blues,1,Gin House Blues,2007
Lou Reed,1.12689,0.21076,111.15057,2.978,0.810696983,7,0.462,-23.367,1,0.460541281,111.151,0.21076,65.896,glam rock,4,Intro,0
Daniel Chan,0.69014,0.31657,222.14485,0.455,0.441816439,5,0.298,-9.162,1,,213.177,0.12468,161.986,chinese music,4,Duo Liu Yi Hui,0
Jerry Lewis,0.09652,0.09652,132.98893,0.189,0.474829407,4,0.552,-17.399,0,,129.318,0.09652,122.786,rock steady,1,Borgia Liquor,0
Alain-FranASSois,0.19072,0.19072,213.99465,0.148,0.380317056,5,1,-6.523,1,,207.209,0.19072,160.046,french pop,3,En silence,0
Los Rumberos Catalanes,1.65918,0.68285,140.19873,0.63,0.350333622,8,0.038,-15.933,1,,126.404,0.68285,66.064,flamenco,4,Yo Te Camelo,0
CamRon,4.50368,0.42282,174.88934,0,0.858270678,2,0.626,-5.797,1,,163.161,0.0498,101.883,hip hop,4,Do Ya Thing (Remix) (Explicit Album Version),2006
Randy Travis,0.70451,0.70451,228.75383,0.528,0.78787777,11,0.979,-11.366,1,,218.639,0.70451,99.141,country gospel,4,I Am Going (Album Version),0
Michelle & Vickie,0.57109,0.0726,194.21995,0,0.368404327,4,0.411,-4.991,0,,187.339,0.0726,120.014,chinese music,3,Ai De Ka Luo Li,0
Arco Iris,1.03431,0.45073,199.96689,0,0.401847575,11,0.949,-9.132,1,,189.852,0.15459,105.157,acid jazz,4,CanciA3n del Arco Iris,0
Paulo Flores,0.09784,0.09784,282.85342,0.34,0.465801589,4,0.1,-13.615,1,0.249065795,278.616,0.09784,101.767,zouk,3,Belina,0
Phillys Most Wanted,1.25776,0.6324,242.25914,0.125,0.427790621,11,0.225,-6.355,0,,238.602,0.16221,96.037,hip hop,4,Yall Cant Never Hurt Us (Clean Version),2001
Phantomsmasher,0.67258,0.67258,382.14485,0.276,0.252652073,3,0.796,-6.291,1,0.428702263,350.122,0.33191,88.05,post rock,3,Bishop Hopping,2002
George Lopez,1.25649,0.17873,215.7971,0,0.668020249,6,0.317,-14.401,0,,212.817,0.17873,113.131,california,3,Kids Now,2006
Bas-Sheva,0.6953,0.15759,178.65098,0.328,0,10,0.512,-16.858,1,0.550326336,171.375,0.15759,111.504,exotica,4,Lust (1995 Digital Remaster),0
HA(c)lio Ziskind,0.90252,0.248,140.32934,5.66,0.351269291,0,0.28,-13.075,1,,134.798,0.08778,93.753,banda,4,Galopar,0
Mikey Dread,0.62233,0.27804,309.83791,0.351,0.58568315,1,0.857,-7.325,0,0.536115092,297.215,0.10589,144.144,roots reggae,4,The Jumping Master,1981
Big Star,1.56263,1.56263,88.00608,0,0.741040433,0,0.54,-13.717,1,0.522556139,81.351,1.07163,58.393,power pop,1,Morpha Too [Alternate Mix],0
30 Seconds To Mars,0.04483,0.04483,297.53424,0.496,0.909324834,6,0.738,-5.157,1,0.507269252,283.527,0.04483,122.924,rock,4,Night of the Hunter (Static Revenger Remix),2009
Grandpa Jones,0.53851,0.53851,158.71955,0.456,0.450645997,9,1,-11.145,1,0.378686389,145.119,0.53851,65.93,bluegrass,1,Falling Leaves,1995
Cross Country,0.21288,0.21288,189.962,0.485,0.375195664,3,0.58,-8.165,1,0,183.722,0.04482,185.623,progressive house,4,Tastes So Good To Me,2009
Jack Miles,1.10339,0.11051,174.34077,0.067,0.312488105,7,0.001,-6.309,1,0.202283082,141.996,0.11051,120.005,screamo,4,Nuits Orientales,0
The Marx Brothers,1.69269,1.35116,179.12118,1.291,0.423401377,7,0.505,-24.838,0,,175.015,1.17213,172.809,vaudeville,3,Everyone says i love you,0
Bug Mafia,0.44815,0.12471,279.77098,0.084,0.566442655,1,0.463,-5.121,1,0,275.006,0.12471,186.006,hip hop,4,Poezie De Strada / Street Poetry,0
Hatebreed,1.23922,0.36163,179.17342,0.34,0.832757431,0,0.588,-4.011,1,0.553778846,170.98,0.14196,136.021,hardcore punk,4,Boxed In (Subzero),2009
Converge,0.93848,0.44873,174.75873,0.15,0.810506205,1,0.403,-3.373,1,0.74896057,167.538,0.21778,156.924,hardcore punk,4,Dark Horse,2009
Philip Glass,0.81676,0.31628,161.51465,2.316,0.711380096,8,0.001,-26.597,1,,149.56,0.06915,120.003,chamber music,3,The Kiss: Golden Coins,0
Drexel,0.17249,0.17249,226.32444,2.009,0.464807726,4,0,-9.053,0,0,216.474,0.17249,137.333,easy listening,1,Blood On The Snow,0
Mons Leidvin Takle,1.45876,0.67199,208.32608,0.35,0.221726078,5,0.1,-9.823,1,0,201.979,0.27702,83.057,lullaby,4,Gud Har Ein Plan Med Ditt Liv,0
Cool Connection,0.90605,0.4047,274.31138,0.374,0.092125073,0,0.002,-10.66,1,,271.581,0.4047,119.957,blues,4,Im Your Boogie Man,0
Falco,2.16659,0.56832,271.09832,0,0.674464705,8,0.102,-5.928,1,,271.098,0.29662,112.352,dance pop,5,Junge RAPmer,1991
Taylor Swift,0.51078,0.1549,245.78567,0.107,0.88974922,4,0.365,-4.954,0,,232.2,0.1549,167.97,country,4,Shouldve Said No,2006
Rainbow,0.73077,0.27559,454.1122,0.438,0.700635528,5,0.381,-23.44,0,,403.737,0.27559,135.206,heavy metal,4,Rainbow Eyes,1978
Nancy Walker,0.77709,0.77709,185.44281,0.38,0.400152097,10,0.109,-12.172,0,,178.44,0.18376,47.682,vaudeville,4,Boy! What Love Has to Me!,0
Misfits,2.17155,0.3986,201.82159,0,0.853725857,5,0.559,-6.444,1,0.627055811,196.342,0.17918,135.801,horror punk,7,Helena 2 (Album Version),0
Jane Winther,1.03478,1.03478,345.0771,0.653,0.31739138,0,0.02,-21.779,1,,319.652,1.03478,19.657,meditation,1,Om,0
Jyve V,1.15755,0.25004,191.92118,0.218,0.463840401,10,0.124,-6.435,1,,186.27,0.02775,132.082,latin,4,Maria Morena,0
Shamen,0.02186,0.02186,292.28363,0.38,0.605880471,1,0.063,-11.197,1,0.688895461,289.164,0.02186,125.749,tech house,4,Phorever People,1992
Eko Fresh,1.41615,0.72088,238.13179,0.171,0.689494765,1,0,-1.714,1,0.407233015,228.293,0.20007,86.928,pop rap,4,Hart(z) IV,0
Janis Joplin,3.21338,3.21338,183.14404,5.468,0.82960374,7,0.938,-11.864,1,,178.887,3.21338,137.368,blues-rock,1,Down On Me,1972
Wilks,1.35576,0.05486,264.48934,0,0.351182454,2,0.027,-9.224,1,,252.36,0.05486,90.007,hip hop,4,Still feel pain,0
Enrique Iglesias,1.4327,0.38524,222.14485,0.357,0.849446736,8,0.918,-5.01,1,,214.518,0.1239,114.983,dance pop,4,Do You Know? (The Ping Pong Song),2007
Kali,0.10909,0.10909,601.99138,0,0.543350013,2,0.601,-11.335,1,0,598.32,0.10909,128.999,hip hop,4,No. 284,0
Neil Sedaka,0.29043,0.29043,256.9922,0.229,0.720842183,4,0.138,-17.289,0,0.375984302,249.388,0.29043,159.184,brill building pop,1,Superbird,0
Joy Division,0.55106,0.10241,241.08363,0,0.764287183,5,0.316,-11.524,1,0.466304831,231.515,0.10241,133.331,alternative,4,A Means To An End [Live at Birmingham University] [2007 Re-mastered],0
Ino,0.54858,0.54858,392.35873,0,0.463791707,0,0.591,-11.32,1,,383.739,0.30788,124.997,techno,5,Silence tells you all,0
Jennifer Lopez,0.7001,0.13706,211.56526,0.177,0.877119424,6,0.334,-1.81,0,0.804749694,211.565,0.13706,104.796,dance pop,4,Play,2001
Cherish The Ladies,1.25574,0.2296,134.81751,0.078,0.581507855,2,0.044,-16.831,1,,130.084,0.2296,118.182,irish folk,5,The Shaskeen / Gan Ainm,1999
Jerry Butler,2.89192,0.24823,164.70159,3.442,0.589259678,9,0.07,-15.685,1,,151.51,0.24823,71.171,chicago soul,4,Let It Be Me(with Betty Everrett),0
Eason Chan,0.88097,0.37882,226.55955,0.607,0.555277224,0,0.785,-6.005,1,,223.568,0.12774,119.977,cantonese pop,4,Been Sick Lung,0
Nicole C. Mullen,0.8545,0.26351,237.16526,0,0.614642954,8,0.377,-5.643,1,,237.165,0.26351,104.039,ccm,4,Shooby (Live Version),0
Edens Bridge,2.15612,0.33956,337.13587,0.374,0.467318922,2,0.416,-16.311,1,0,311.989,0.33956,79.13,celtic,5,By My Spirit  (),0
Eagles,1.19515,0.54491,261.17179,0.183,0.76702021,5,0.449,-6.182,1,0.567656587,251.826,0.21922,92.186,country rock,4,I Dont Want To Hear Any More,2007
Edmundo Ros,0.03293,0.03293,168.88118,0.978,0.448026305,0,0.622,-15.05,1,,152.665,0.03293,199.894,samba,1,Congo,0
